Ticker,Company Name,Industry
NTGR,Netgear,communication equipment
NTIC,Northern Technologies International,specialty chemicals
NTIP,Network-1 Technologies,communication equipment
NTLA,Intellia Therapeutics,biotechnology
NTNX,Nutanix,software-infrastructure
NTP,Nam Tai Property,real estate services
NTR,Nutrien,agricultural inputs
NTRA,Natera,diagnostics & research
NTRS,Northern Trust,asset management
NTST,Netstreit,reit-retail
NTUS,Natus Medical,medical devices
NTWK,Netsol Technologies,software-application
NTZ,Natuzzi,"furnishings, fixtures & appliances"
NUAN,Nuance Communications,software-application
NUE,Nucor,steel
NURO,Neurometrix,medical instruments & supplies
NUS,Nu Skin Enterprises,household & personal products
NUVA,Nuvasive,medical devices
NUVB,Nuvation Bio,biotechnology
NUVL,Nuvalent,biotechnology
NUWE,Nuwellis,medical devices
NUZE,"Nuzee, Inc.",packaged foods
NVAX,Novavax,biotechnology
NVCN,Neovasc,medical devices
NVCR,Novocure,medical instruments & supplies
NVDA,Nvidia,semiconductors
NVEC,Nve Corporation,semiconductors
NVEE,Nv5 Global,engineering & construction
NVFY,Nova Lifestyle,"furnishings, fixtures & appliances"
NVGS,Navigator Holdings,oil & gas midstream
NVIV,Invivo Therapeutics,biotechnology
NVMI,Nova Measuring Instruments,semiconductor equipment & materials
NVO,Novo Nordisk A/S,biotechnology
NVOS,Novo Integrated Sciences,medical care facilities
NVR,"Nvr, Inc.",residential construction
NVRO,Nevro Corp.,medical devices
NVS,Novartis,drug manufacturers-general
NVSA,New Vista Acquisition,shell companies
NVST,Envista Holdings,medical instruments & supplies
NVT,Nvent Electric,electrical equipment & parts
NVTA,Invitae Corporation,diagnostics & research
NVVE,Nuvve,specialty retail
NWBI,Northwest Bancshares,banks-regional
NWE,Northwestern,utilities-diversified
NWFL,Norwood Financial,banks-regional
NWG,Natwest Group,banks-diversified
NWHM,New Home Company,residential construction
NWL,Newell Brands,household & personal products
NWLI,National Western Life Group,insurance-life
NWN,Northwest Natural,utilities-regulated gas
NWPX,Northwest Pipe Company,metal fabrication
NWS,News Corp,broadcasting
NWSA,News Corp,broadcasting
NX,Quanex Building Products,building products & equipment
NXE,Nexgen Energy,uranium
NXGN,Nextgen Healthcare,health information services
NXPI,Nxp Semiconductors,semiconductors
NXRT,Nexpoint Residential Trust,reit-residential
NXST,Nexstar Media Group,broadcasting
NXTC,Nextcure,biotechnology
NXTD,Nxt-Id,security & protection services
NXTP,Nextplay Technologies,electronic shopping
NXU,Novus Capital Ii,shell companies
NYC,New York City Reit,reit-office
NYCB,New York Community Bancorp,banks-regional
NYMT,New York Mortgage Trust,reit-mortgage
NYMX,Nymox Pharmaceutical,biotechnology
NYT,The New York Times,publishing
NYXH,Nyxoah,medical instruments & supplies
O,Realty Income,reit-retail
OACB,Oaktree Acquisition Ii,shell companies
OAS,Oasis Petroleum,oil & gas e&p
OB,Outbrain,advertising agencies
OBAS,Optibase,real estate services
OBCI,Ocean Bio-Chem,conglomerates
OBLG,Oblong,software-application
OBNK,Origin Bancorp,banks-regional
OBSV,Obseva,biotechnology
OBT,Orange County Bancorp,banks-regional
OC,Owens Corning,building products & equipment
OCA,Omnichannel Acquisition,shell companies
OCAX,Oca Acquisition,shell companies
OCC,Optical Cable Corporation,communication equipment
OCCI,Ofs Credit Company,asset management
OCDX,Ortho Clinical Diagnostics,diagnostics & research
OCFC,Oceanfirst Financial,banks-regional
OCFT,Oneconnect Financial Technology,software-application
OCG,Oriental Culture Holding,internet retail
OCGN,Ocugen,biotechnology
OCN,Ocwen Financial,mortgage finance
OCSL,Oaktree Specialty Lending,credit services
OCUL,Ocular Therapeutix,biotechnology
OCUP,Ocuphire Pharma,biotechnology
OCX,Oncocyte,biotechnology
ODC,Oil-Dri Corporation Of America,specialty chemicals
ODFL,Old Dominion Freight Line,trucking
ODP,Office Depot,specialty retail
ODT,Odonate Therapeutics,biotechnology
OEC,Orion Engineered Carbons,specialty chemicals
OEG,Orbital Energy Group,utilities-diversified
OEPW,One Equity Partners Open Water I,shell companies
OESX,Orion Energy Systems,electrical equipment & parts
OFC,Corporate Office Properties Trust,reit-office
OFED,Oconee Federal Financial,banks-regional
OFG,Ofg Bancorp,banks-regional
OFIX,Orthofix Medical,medical devices
OFLX,Omega Flex,specialty industrial machinery
OFS,Ofs Capital,asset management
OG,Onion Global,software-application
OGE,Oge Energy,utilities-regulated electric
OGEN,Oragenics,biotechnology
OGI,Organigram Holdings,drug manufacturers-specialty & generic
OGN,Organon,drug manufacturers-general
OGS,One Gas,utilities-regulated gas
OHI,Omega Healthcare Investors,reit-healthcare facilities
OHPA,Orion Acquisition,shell companies
OI,O-I Glass,packaging & containers
OII,Oceaneering International,oil & gas equipment & services
OIIM,O2Micro International,semiconductors
OIS,Oil States International,oil & gas equipment & services
OKE,Oneok,oil & gas midstream
OKTA,"Okta, Inc",software-infrastructure
OLB,Olb Group,software-application
OLED,Universal Display,semiconductor equipment & materials
OLK,Olink Holding,diagnostics & research
OLLI,Ollie'S Bargain Outlet,discount stores
OLMA,Olema Pharmaceuticals,biotechnology
OLN,Olin,specialty chemicals
OLO,"Olo, Inc.",software-application
OLP,One Liberty Properties,reit-diversified
OM,Outset Medical,medical devices
OMAB,Grupo Aeroportuario Del Centro Norte,airports & air services
OMC,Omnicom Group,advertising agencies
OMCL,Omnicell,health information services
OMEG,Omega Alpha Spac,shell companies
OMER,Omeros,biotechnology
OMEX,Odyssey Marine Exploration,specialty business services
OMF,Onemain Holdings,credit services
OMGA,Omega Therapeutics,biotechnology
OMI,Owens & Minor,medical distribution
OMIC,Singular Genomics Systems,medical instruments & supplies
OMP,Oasis Midstream Partners,oil & gas midstream
ON,On Semiconductor,semiconductors
ONB,Old National Bancorp,banks-regional
ONCR,Oncorus,biotechnology
ONCS,Oncosec Medical,biotechnology
ONCT,Oncternal Therapeutics,biotechnology
ONCY,Oncolytics Biotech,biotechnology
ONDS,Ondas Holdings,communication equipment
ONE,Onesmart International Education,education & training services
ONEM,1Life Healthcare,health information services
ONEW,Onewater Marine,recreational vehicles
ONTF,On24,software-application
ONTO,Onto Innovation,semiconductors
ONTX,Onconova Therapeutics,biotechnology
ONVO,Organovo Holdings,diagnostics & research
OOMA,"Ooma, Inc.",telecom services
OPA,Magnum Opus Acquisition,shell companies
OPBK,Op Bancorp,banks-regional
OPCH,Option Care Health,medical care facilities
OPEN,Opendoor Technologies,real estate services
OPFI,Oppfi,software-application
OPGN,"Opgen, Inc.",diagnostics & research
OPHC,Optimumbank Holdings,banks-regional
OPI,Office Properties Income Trust,reit-office
OPK,Opko Health,diagnostics & research
OPNT,Opiant Pharmaceuticals,biotechnology
OPOF,Old Point Financial,banks-regional
OPRA,Opera,software-infrastructure
OPRT,Oportun Financial,credit services
OPRX,Optimizerx,health information services
OPT,Opthea,biotechnology
OPTN,Optinose,drug manufacturers-specialty & generic
OPTT,Ocean Power Technologies,electrical equipment & parts
OPY,Oppenheimer Holdings,capital markets
OR,Osisko Gold Royalties,gold
ORA,Ormat Technologies,utilities-renewable
ORAN,Orange S.A.,telecom services
ORBC,"Orbcomm, Inc.",telecom services
ORC,Orchid Island Capital,reit-mortgage
ORCC,Owl Rock Capital,credit services
ORCL,Oracle,software-infrastructure
ORGN,Origin Materials,chemicals
ORGO,Organogenesis Holdings,drug manufacturers-specialty & generic
ORGS,Orgenesis,biotechnology
ORI,Old Republic International,insurance-diversified
ORIA,Orion Biotech Opportunities,blank checks / spac
ORIC,Oric Pharmaceuticals,biotechnology
ORLA,Orla Mining,gold
ORLY,O'Reilly Automotive,specialty retail
ORMP,Oramed Pharmaceuticals,biotechnology
ORN,Orion Group Holdings,engineering & construction
ORPH,Orphazyme,biotechnology
ORRF,Orrstown Financial Services,banks-regional
ORTX,Orchard Therapeutics,biotechnology
OSAT,Orbsat,communication equipment
OSBC,Old Second Bancorp,banks-regional
OSCR,Oscar Health,healthcare plans
OSG,Overseas Shipholding Group,oil & gas midstream
OSH,Oak Street Health,medical care facilities
OSI,Osiris Acquisition,blank checks / spac
OSIS,Osi Systems,electronic components
OSK,Oshkosh,farm & heavy construction machinery
OSMT,Osmotica Pharmaceuticals,biotechnology
OSN,Ossen Innovation,steel
OSPN,Onespan,software-application
OSS,One Stop Systems,computer hardware
OSTK,Overstock.Com,internet retail
OSTR,Oyster Enterprises Acquisition,shell companies
OSUR,Orasure Technologies,medical instruments & supplies
OSW,Onespaworld Holdings,leisure
OTEC,Oceantech Acquisitions I,shell companies
OTEX,Open Text,software-application
OTIC,Otonomy,biotechnology
OTIS,Otis Worldwide,specialty industrial machinery
OTLK,Outlook Therapeutics,biotechnology
OTLY,Oatly Group,beverages-non-alcoholic
OTMO,Otonomo Technologies,shell companies
OTRA,Otr Acquisition,shell companies
OTRK,Ontrak,medical care facilities
OTTR,Otter Tail Corporation,utilities-diversified
OUST,Ouster,electronic components
OUT,Outfront Media,reit-specialty
OVBC,Ohio Valley Banc,banks-regional
OVID,Ovid Therapeutics,biotechnology
OVLY,Oak Valley Bancorp,banks-regional
OVV,Ovintiv,oil & gas e&p
OWL,Blue Owl Capital,investment advice
OWLT,Owlet,medical devices
OXBR,Oxbridge Re Holdings,insurance-reinsurance
OXM,Oxford Industries,apparel manufacturing
OXSQ,Oxford Square Capital,asset management
OXY,Occidental Petroleum,oil & gas e&p
OYST,Oyster Point Pharma,biotechnology
OZK,Bank Ozk,banks-regional
OZON,Ozon Holdings,internet retail
PAA,Plains All American Pipeline,oil & gas midstream
PAAS,Pan American Silver,silver
PAC,Grupo Aeroportuario Del Pacifico,airports & air services
PACB,Pacific Biosciences Of California,diagnostics & research
PACE,Tpg Pace Tech Opportunities,shell companies
PACK,Ranpak Holdings,packaging & containers
PACW,Pacwest Bancorp,banks-regional
PACX,Pioneer Merger,shell companies
PAE,Pae Incorporated,specialty business services
PAG,Penske Automotive Group,auto & truck dealerships
PAGP,Plains Gp Holdings,oil & gas midstream
PAGS,Pagseguro Digital,software-infrastructure
PAHC,Phibro Animal Health,drug manufacturers-specialty & generic
PAIC,Petra Acquisition,shell companies
PALI,Palisade Bio,biotechnology
PALT,Paltalk,software-application
PAM,Pampa Energia,utilities-regulated electric
PANA,Panacea Acquisition Ii,shell companies
PANL,Pangaea Logistics Solutions,marine shipping
PANW,Palo Alto Networks,software-infrastructure
PAQC,Provident Acquisition,shell companies
PAR,Par Technology,software-application
PARR,Par Pacific Holdings,oil & gas refining & marketing
PASG,Passage Bio,biotechnology
PATH,Uipath,software-infrastructure
PATI,Patriot Transportation Holding,trucking
PATK,Patrick Industries,recreational vehicles
PAVM,Pavmed,medical devices
PAX,Patria Investments,asset management
PAY,Paymentus Holdings,information technology services
PAYA,Paya Holdings,software-application
PAYC,Paycom Software,software-application
PAYO,Payoneer Global,"data processing, hosting, and related services"
PAYS,Paysign,specialty business services
PAYX,Paychex,staffing & employment services
PB,Prosperity Bancshares,banks-regional
PBA,Pembina Pipeline,oil & gas midstream
PBBK,Pb Bankshares,banks-regional
PBCT,People'S United,banks-regional
PBF,Pbf Energy,oil & gas refining & marketing
PBFS,Pioneer Bancorp,banks-regional
PBFX,Pbf Logistics,oil & gas midstream
PBH,Prestige Consumer Healthcare,medical distribution
PBHC,Pathfinder Bancorp,banks-regional
PBI,Pitney Bowes,business equipment & supplies
PBIP,Prudential Bancorp,banks-regional
PBLA,Panbela Therapeutics,biotechnology
PBPB,Potbelly Corporation,restaurants
PBR,Petroleo Brasileiro,oil & gas integrated
PBR.A,Petroleo Brasileiro,oil & gas integrated
PBT,Permian Basin Royalty Trust,oil & gas e&p
PBTS,Powerbridge Technologies,software-application
PBYI,Puma Biotechnology,biotechnology
PCAR,Paccar Inc,farm & heavy construction machinery
PCB,Pcb Bancorp,banks-regional
PCG,Pg&E Corporation,utilities-regulated electric
PCH,Potlatchdeltic,reit-specialty
PCOM,Points International,internet content & information
PCOR,Procore Technologies,software-application
PCPC,Periphas Capital Partnering,shell companies
PCRX,Pacira Biosciences,drug manufacturers-specialty & generic
PCSA,Processa Pharmaceuticals,biotechnology
PCSB,Pcsb Financial,banks-regional
PCT,Purecycle Technologies,pollution & treatment controls
PCTI,"Pctel, Inc.",communication equipment
PCTY,Paylocity Holding,software-application
PCVX,Vaxcyte,biotechnology
PCYG,Park City Group,software-application
PCYO,Pure Cycle,utilities-regulated water
PD,Pagerduty,software-application
PDCE,Pdc Energy,oil & gas e&p
PDCO,Patterson Companies,medical distribution
PDD,Pinduoduo,internet retail
PDEX,Pro-Dex,medical instruments & supplies
PDFS,Pdf Solutions,software-application
PDLB,Pdl Community Bancorp,banks-regional
PDM,Piedmont Office Realty Trust,reit-office
PDOT,Peridot Acquisition Ii,shell companies
PDS,Precision Drilling,oil & gas drilling
PDSB,Pds Biotechnology,biotechnology
PEAK,Healthpeak Properties,reit-healthcare facilities
PEB,Pebblebrook Hotel Trust,reit-hotel & motel
PEBK,Peoples Bancorp Of North Carolina,banks-regional
PEBO,Peoples Bancorp,banks-regional
PECO,Phillips Edison & Company,reit-retail
PED,Pedevco,oil & gas e&p
PEG,Public Service Enterprise Group,utilities-diversified
PEGA,Pegasystems,software-application
PEI,Pennsylvania Reit,reit-retail
PEN,Penumbra,medical devices
PENN,Penn National Gaming,resorts & casinos
PEP,Pepsico,beverages-non-alcoholic
PERI,Perion Network,internet content & information
PESI,Perma-Fix Environmental Services,waste management
PETQ,"Petiq, Inc.",drug manufacturers-specialty & generic
PETS,Petmed Express,pharmaceutical retailers
PETV,Petvivo Holdings,medical devices
PETZ,Tdh Holdings,packaged foods
PFBC,Preferred Bank,banks-regional
PFBI,Premier Financial Bancorp,banks-regional
PFC,Premier Financial,banks-regional
PFDR,Pathfinder Acquisition,shell companies
PFE,Pfizer,drug manufacturers-general
PFG,Principal Financial Group,insurance-diversified
PFGC,Performance Food Group,food distribution
PFHD,Professional Holding,banks-regional
PFIE,Profire Energy,oil & gas equipment & services
PFIN,P&F Industries,tools & accessories
PFIS,Peoples Financial Services,banks-regional
PFLT,Pennantpark Floating Rate Capital,asset management
PFMT,Performant Financial,specialty business services
PFPT,Proofpoint,software-infrastructure
PFS,Provident Financial Services,banks-regional
PFSI,Pennymac Financial Services,mortgage finance
PFSW,Pfsweb,specialty business services
PFX,Phenixfin,asset management
PG,Procter & Gamble,household & personal products
PGC,Peapack-Gladstone Financial,banks-regional
PGEN,Precigen,biotechnology
PGNY,Progyny,health information services
PGR,Progressive,insurance-property & casualty
PGRE,Paramount Group,reit-office
PGRW,Progress Acquisition,none
